current_donors,potential_gain_p75,pct_increase_p75,zero_conv_count,zero_conv_potential,top_100_potential,top_100_pct_of_total,timing_q1_success,timing_q4_success
16858,4135.446310005154,24.531061276575834,2136,423.403755281522,826.5264728165228,19.986391089562776,0.5079208931800235,0.6419889968281703
